SIL-ENCE 1.0	sil
isilinganiso 1.0	i s i l i N g a n i s O
isiliphi 1.0	i s i l i p_h i
isiliphu 1.0	i s i l i p_h u
isilo 1.0	i s i l O
isilogeni 1.0	i s i l O g E n i
isilungu 1.0	i s i l u N g u
isilungulela 1.0	i s i l u N g u l E l a
isilwane 1.0	i s i l w a n E
isilwanyana 1.0	i s i l w a J a n a
isimehlana 1.0	i s i m E K a n a
isimemezelo 1.0	i s i m E m E z E l O
isimi 1.0	i s i m i
isimiselo 1.0	i s i m i s E l O
isimiso 1.0	i s i m i s O
isimmangalo 1.0	i s i m m a N g a l O
isimo 1.0	i s i m O
isimuka 1.0	i s i m u k a
isimze 1.0	i s i m z E
isincomo 1.0	i s i n |\ O m O
isinemfu 1.0	i s i n E m f u
isinesigcawu 1.0	i s i n E s i |\g_0 a w u
isingaze 1.0	i s i N g a z E
isingena 1.0	i s i N g E n a
isingenile 1.0	i s i N g E n i l E
isingeniso 1.0	i s i N g E n i s O
isinkwa 1.0	i s i N k w a
isinqamu 1.0	i s i n !\ a m u
isinqulo 1.0	i s i n !\ u l O
isinqumo 1.0	i s i n !\ u m O
isintu 1.0	i s i n t_> u
isinxephezelo 1.0	i s i n |\|\ E p_h E z E l O
isinyathelo 1.0	i s i J a t_h E l O
isiphakamiso 1.0	i s i p_h a k a m i s O
isiphambano 1.0	i s i p_h a m b a n O
isiphandla 1.0	i s i p_h a n K\ a
isiphathimandla 1.0	i s i p_h a t_h i m a n K\ a
isiphelelwe 1.0	i s i p_h E l E l w E
isiphenduke 1.0	i s i p_h E n d u k E
isiphephelo 1.0	i s i p_h E p_h E l O
isiphephelok 1.0	i s i p_h E p_h E l O k
isipheshana 1.0	i s i p_h E S a n a
isiphesphelo 1.0	i s i p_h E s p_h E l O
isiphetho 1.0	i s i p_h E t_h O
isiphi 1.0	i s i p_h i
isiphihli 1.0	i s i p_h i K i
isiphihlikelwe 1.0	i s i p_h i K i k E l w E
isipho 1.0	i s i p_h O
isiphosiso 1.0	i s i p_h O s i s O
isiphula 1.0	i s i p_h u l a
isiphume 1.0	i s i p_h u m E
isiphundu 1.0	i s i p_h u n d u
isiphuzo 1.0	i s i p_h u z O
isipiliti 1.0	i s i p_> i l i t_> i
isipuni 1.0	i s i p_> u n i
isiqala 1.0	i s i !\ a l a
isiqalo 1.0	i s i !\ a l O
isiqashi 1.0	i s i !\ a S i
isiqeda 1.0	i s i !\ E d a
isiqephu 1.0	i s i !\ E p_h u
isiqhelo 1.0	i s i !\h E l O
isiqhingi 1.0	i s i !\h i N g i
isiqhumane 1.0	i s i !\h u m a n E
isiqhwaga 1.0	i s i !\h w a g a
isiqinisekiso 1.0	i s i !\ i n i s E k i s O
isiqiniseko 1.0	i s i !\ i n i s E k O
isiqiniso 1.0	i s i !\ i n i s O
isiqinti 1.0	i s i !\ i n t_> i
isiqonde 1.0	i s i !\ O n d E
isiqu 1.0	i s i !\ u
isirashiya 1.0	i s i r a S i j a
isisebenzi 1.0	i s i s E b_< E n dz i
isisefo 1.0	i s i s E f O
isisekelo 1.0	i s i s E k E l O
isishayina 1.0	i s i S a j i n a
isishebo 1.0	i s i S E b_< O
isishimane 1.0	i s i S i m a n E
isisi 1.0	i s i s i
isisila 1.0	i s i s i l a
isisombululo 1.0	i s i s O m b u l u l O
isisotho 1.0	i s i s O t_h O
isitambu 1.0	i s i t_> a m b u
isitati 1.0	i s i t_> a t_> i
isitatimende 1.0	i s i t_> a t_> i m E n d E
isitayela 1.0	i s i t_> a j E l a
isiteji 1.0	i s i t_> E d_0Z i
isiteleka 1.0	i s i t_> E l E k a
isitelingi 1.0	i s i t_> E l i N g i
isitembu 1.0	i s i t_> E m b u
isiteshi 1.0	i s i t_> E S i
isitetimende 1.0	i s i t_> E t_> i m E n d E
isitetimente 1.0	i s i t_> E t_> i m E n t_> E
isitha 1.0	i s i t_h a
isithako 1.0	i s i t_h a k O
isithembiso 1.0	i s i t_h E m b i s O
isithi 1.0	i s i t_h i
isithikamezo 1.0	i s i t_h i k a m E z O
isithiyo 1.0	i s i t_h i j O
isitho 1.0	i s i t_h O
isithombe 1.0	i s i t_h O m b E
isithuba 1.0	i s i t_h u b_< a
isithule 1.0	i s i t_h u l E
isithunzi 1.0	i s i t_h u n dz i
isithupha 1.0	i s i t_h u p_h a
isithutha 1.0	i s i t_h u t_h a
isithuthuthu 1.0	i s i t_h u t_h u t_h u
isitifikedi 1.0	i s i t_> i f i k E d i
isitifiketi 1.0	i s i t_> i f i k E t_> i
isitolo 1.0	i s i t_> O l O
isitsha 1.0	i s i tS_> a
isitshalo 1.0	i s i tS_> a l O
isitshanyana 1.0	i s i tS_> a J a n a
isitsonga 1.0	i s i tS_> O N g a
isitulo 1.0	i s i t_> u l O
isivalo 1.0	i s i v a l O
isivande 1.0	i s i v a n d E
isivenda 1.0	i s i v E n d a
isivinini 1.0	i s i v i n i n i
isivumela 1.0	i s i v u m E l a
isivumelwane 1.0	i s i v u m E l w a n E
isivumelwano 1.0	i s i v u m E l w a n O
isivuthevuthe 1.0	i s i v u t_h E v u t_h E
isiwe 1.0	i s i w E
isixazululo 1.0	i s i |\|\ a z u l u l O
isixhunyaniswe 1.0	i s i |\|\h u J a n i s w E
isixuku 1.0	i s i |\|\ u k u
isixwayiso 1.0	i s i |\|\ w a j i s O
isiyalelwe 1.0	i s i j a l E l w E
isiyamukelwe 1.0	i s i j a m u k E l w E
isiyingi 1.0	i s i j i N g i
isiyosithela 1.0	i s i j O s i t_h E l a
isiza 1.0	i s i z a
isizama 1.0	i s i z a m a
isizathu 1.0	i s i z a t_h u
isize 1.0	i s i z E
isizobhekela 1.0	i s i z O b E k E l a
isizogadla 1.0	i s i z O g a K\ a
isizotha 1.0	i s i z O t_h a
isizukulwane 1.0	i s i z u k u l w a n E
isizulu 1.0	i s i z u l u
isizwe 1.0	i s i z w E
iskhumbaesibi 1.0	i s k_h u m b a E s i b_< i
iskimu 1.0	i s k i m u
island 1.0	a l E n d
island 1.0	i s l a n d
iso 1.0	i s O
isoka 1.0	i s O k a
isona 1.0	i s O n a
isondlo 1.0	i s O n K\ O
isonto 1.0	i s O n t_> O
isouth 1.0	i s O u t_h
israeli 1.0	i s r a E l i
israeli 1.0	i z r E l i
israyeli 1.0	i s r a j E l i
istswana 1.0	i s tS_> w a n a
isu 1.0	i s u
isuke 1.0	i s u k E
isuselwe 1.0	i s u s E l w E
isusiwe 1.0	i s u s i w E
iswa 1.0	i s w a
iswidi 1.0	i s w i d i
iszulu 1.0	i s z u l u
itabanakele 1.0	i t_> a b_< a n a k E l E
itafulana 1.0	i t_> a f u l a n a
italian 1.0	i t_> a l i a n
italian 1.0	i t_h a l E n
itaxi 1.0	i t_> a |\|\ i
itayitela 1.0	i t_> a j i t_> E l a
itayiteli 1.0	i t_> a j i t_> E l i
itekisi 1.0	i t_> E k i s i
item 1.0	a t_h E m
item 1.0	i t_> E m
items 1.0	a t_h E m z
items 1.0	i t_> E m s
itende 1.0	i t_> E n d E
ithamo 1.0	i t_h a m O
ithangwe 1.0	i t_h a N g w E
ithanqazeka 1.0	i t_h a n !\ a z E k a
ithathe 1.0	i t_h a t_h E
ithathwa 1.0	i t_h a t_h w a
ithathwe 1.0	i t_h a t_h w E
ithawula 1.0	i t_h a w u l a
ithe 1.0	i t_h E
ithebula 1.0	i t_h E b_< u l a
ithekisi 1.0	i t_h E k i s i
ithekisthi 1.0	i t_h E k i s t_h i
itheku 1.0	i t_h E k u
ithekwini 1.0	i t_h E k w i n i
ithelevishini 1.0	i t_h E l E v i S i n i
ithelwe 1.0	i t_h E l w E
ithemba 1.0	i t_h E m b a
ithembele 1.0	i t_h E m b E l E
ithengisa 1.0	i t_h E N g i s a
ithikithi 1.0	i t_h i k i t_h i
ithishu 1.0	i t_h i S u
ithokalala 1.0	i t_h O k a l a l a
itholakala 1.0	i t_h O l a k a l a
ithole 1.0	i t_h O l E
ithuba 1.0	i t_h u b_< a
ithuluzi 1.0	i t_h u l u z i
ithungelwa 1.0	i t_h u N g E l w a
ithunyelwa 1.0	i t_h u J E l w a
ithunyiwe 1.0	i t_h u J i w E
ithuthukisa 1.0	i t_h u t_h u k i s a
ithuthukise 1.0	i t_h u t_h u k i s E
ithutshana 1.0	i t_h u tS_> a n a
itiye 1.0	i t_> i j E
itp 1.0	i t_h p_>
itrasti 1.0	i t_h r a s t_> i
itshalwe 1.0	i tS_> a l w E
itshe 1.0	i tS_> E
itulo 1.0	i t_> u l O
iv 1.0	i v
ivalelise 1.0	i v a l E l i s E
ivaliwe 1.0	i v a l i w E
ivalwe 1.0	i v a l w E
ivame 1.0	i v a m E
ivangeli 1.0	i v a N g E l i
ivanishi 1.0	i v a n i S i
ivat 1.0	i v a t_h
ivawusha 1.0	i v a w u S a
ivela 1.0	i v E l a
ivelile 1.0	i v E l i l E
iveni 1.0	i v E n i
iviki 1.0	i v i k i
iviyo 1.0	i v i j O
ivoti 1.0	i v O t_> i
ivuleleke 1.0	i v u l E l E k E
ivumele 1.0	i v u m E l E
ivunyelwe 1.0	i v u J E l w E
ivunywe 1.0	i v u J w E
ivuse 1.0	i v u s E
ivuthwa 1.0	i v u t_h w a
iwadi 1.0	i w a d i
iwadilophu 1.0	i w a d i l O p_h u
iwaiter 1.0	i w a i t_> E r
iwalk 1.0	i w a l k
iwaranti 1.0	i w a r a n t_> i
iwashi 1.0	i w a S i
iwe 1.0	i w E
iweb 1.0	i w E b_<
iwelcome 1.0	i w E l |\ O m E
iwenza 1.0	i w E n dz a
iwesishiyagalombili 1.0	i w E s i S i j a g a l O m b i l i
iwesithupha 1.0	i w E s i t_h u p_h a
iwesizulu 1.0	i w E s i z u l u
iwigi 1.0	i w i g i
iwili 1.0	i w i l i
iwozawoza 1.0	i w O z a w O z a
iwukuthi 1.0	i w u k u t_h i
iwumhahiso 1.0	i w u m h a h i s O
iwumsuka 1.0	i w u m s u k a
iwuphawu 1.0	i w u p_h a w u
iwuphi 1.0	i w u p_h i
iwusole 1.0	i w u s O l E
ixube 1.0	i |\|\ u b_< E
iya 1.0	i j a
iyabhaliswa 1.0	i j a b a l i s w a
iyabophezela 1.0	i j a b_< O p_h E z E l a
iyacaca 1.0	i j a |\ a |\ a
iyadluliselwa 1.0	i j a K\ u l i s E l w a
iyafuneka 1.0	i j a f u n E k a
iyahambisana 1.0	i j a h a m b i s a n a
iyakuthathwa 1.0	i j a k u t_h a t_h w a
iyalandelwa 1.0	i j a l a n d E l w a
iyalela 1.0	i j a l E l a
iyalondwa 1.0	i j a l O n d w a
iyaphathwa 1.0	i j a p_h a t_h w a
iyasebenza 1.0	i j a s E b_< E n dz a
iyasetshenziswa 1.0	i j a s E tS_> E n dz i s w a
iyashiyana 1.0	i j a S i j a n a
iyasitshela 1.0	i j a s i tS_> E l a
iyason 1.0	i j a s O n
iyatholakala 1.0	i j a t_h O l a k a l a
iyathuthukiswa 1.0	i j a t_h u t_h u k i s w a
iyavuselelwa 1.0	i j a v u s E l E l w a
iyayisiza 1.0	i j a j i s i z a
iye 1.0	i j E
iyefana 1.0	i j E f a n a
iyemukelwa 1.0	i j E m u k E l w a
iyenzenjani 1.0	i j E n dz E J d_0Z a n i
iyibuke 1.0	i j i b_< u k E
iyilokhu 1.0	i j i l O k_h u
iyilunga 1.0	i j i l u N g a
iyimfihlo 1.0	i j i m f i K O
iyindawo 1.0	i j i n d a w O
iyingxenye 1.0	i j i N |\|\g_0 E J E
iyinto 1.0	i j i n t_> O
iyiphi 1.0	i j i p_h i
iyisebenze 1.0	i j i s E b_< E n dz E
iyisibonakaliso 1.0	i j i s i b_< O n a k a l i s O
iyisicelo 1.0	i j i s i |\ E l O
iyisihlahla 1.0	i j i s i K a K a
iyisinyathelo 1.0	i j i s i J a t_h E l O
iyisisekelo 1.0	i j i s i s E k E l O
iyisu 1.0	i j i s u
iyithuba 1.0	i j i t_h u b_< a
iyivulela 1.0	i j i v u l E l a
iyizigebengu 1.0	i j i z i g E b_< E N g u
iyoba 1.0	i j O b_< a
iyofakwa 1.0	i j O f a k w a
iyohambisana 1.0	i j O h a m b i s a n a
iyohlala 1.0	i j O K a l a
iyohlangabezana 1.0	i j O K a N g a b_< E z a n a
iyohunyushwa 1.0	i j O h u J u S w a
iyokalwa 1.0	i j O k a l w a
iyokhavwa 1.0	i j O k_h a v w a
iyokwazisana 1.0	i j O k w a z i s a n a
iyokwedlulisela 1.0	i j O k w E K\ u l i s E l a
iyokwethulwa 1.0	i j O k w E t_h u l w a
iyolawulwa 1.0	i j O l a w u l w a
iyomukelwa 1.0	i j O m u k E l w a
iyona 1.0	i j O n a
iyonikezwa 1.0	i j O n i k E z w a
iyophazanyiswa 1.0	i j O p_h a z a J i s w a
iyophelelwa 1.0	i j O p_h E l E l w a
iyoqala 1.0	i j O !\ a l a
iyosebenza 1.0	i j O s E b_< E n dz a
iyoshicilelwa 1.0	i j O S i |\ i l E l w a
iyosiza 1.0	i j O s i z a
iyothathwa 1.0	i j O t_h a t_h w a
iyothi 1.0	i j O t_h i
iyowa 1.0	i j O w a
iza 1.0	i z a
izabalazele 1.0	i z a b_< a l a z E l E
izabelomali 1.0	i z a b_< E l O m a l i
izabizwana 1.0	i z a b_< i z w a n a
izaga 1.0	i z a g a
izahluko 1.0	i z a K u k O
izakhamizi 1.0	i z a k_h a m i z i
izakhamzimba 1.0	i z a k_h a m z i m b a
izakhi 1.0	i z a k_h i
izakhiwo 1.0	i z a k_h i w O
izakucaciswa 1.0	i z a k u |\ a |\ i s w a
izakunikezwa 1.0	i z a k u n i k E z w a
izakuqinisekisa 1.0	i z a k u !\ i n i s E k i s a
izakushicilelwa 1.0	i z a k u S i |\ i l E l w a
izalwa 1.0	i z a l w a
izama 1.0	i z a m a
izambulela 1.0	i z a m b u l E l a
izandiso 1.0	i z a n d i s O
izandla 1.0	i z a n K\ a
izaqathe 1.0	i z a !\ a t_h E
izaqathi 1.0	i z a !\ a t_h i
izawuba 1.0	i z a w u b_< a
izazi 1.0	i z a z i
izaziso 1.0	i z a z i s O
ize 1.0	i z E
izehlakalo 1.0	i z E K a k a l O
izelelesi 1.0	i z E l E l E s i
izengezo 1.0	i z E N g E z O
izenyelo 1.0	i z E J E l O
izenza 1.0	i z E n dz a
izenzo 1.0	i z E n dz O
izethameli 1.0	i z E t_h a m E l i
izethulo 1.0	i z E t_h u l O
izibalo 1.0	i z i b_< a l O
izibani 1.0	i z i b_< a n i
izibazi 1.0	i z i b_< a z i
izibekele 1.0	i z i b_< E k E l E
izibhamu 1.0	i z i b a m u
izibhedlela 1.0	i z i b E K\ E l a
izibonelelo 1.0	i z i b_< O n E l E l O
izibonelo 1.0	i z i b_< O n E l O
izibongo 1.0	i z i b_< O N g O
iziboniso 1.0	i z i b_< O n i s O
izibopho 1.0	i z i b_< O p_h O
iziboyana 1.0	i z i b_< O j a n a
izibozi 1.0	i z i b_< O z i
izibuko 1.0	i z i b_< u k O
izibulala 1.0	i z i b_< u l a l a
izibulali 1.0	i z i b_< u l a l i
izicathulo 1.0	i z i |\ a t_h u l O
izicelo 1.0	i z i |\ E l O
izichazimazwi 1.0	i z i |\h a z i m a z w i
izichibiyelo 1.0	i z i |\h i b_< i j E l O
izichitshana 1.0	i z i |\h i tS_> a n a
izici 1.0	i z i |\ i
izicubu 1.0	i z i |\ u b_< u
izicuncu 1.0	i z i |\ u n |\ u
izidingo 1.0	i z i d i N g O
izidingongqangi 1.0	i z i d i N g O N !\g_0 a N g i
izidingonqangi 1.0	i z i d i N g O n !\ a N g i
izidleke 1.0	i z i K\ E k E
izidlo 1.0	i z i K\ O
izidumo 1.0	i z i d u m O
izife 1.0	i z i f E
izifinyezi 1.0	i z i f i J E z i
izifiso 1.0	i z i f i s O
izifo 1.0	i z i f O
izifunda 1.0	i z i f u n d a
izifundazwe 1.0	i z i f u n d a z w E
izifundiswa 1.0	i z i f u n d i s w a
izifundo 1.0	i z i f u n d O
izifungo 1.0	i z i f u N g O
iziga 1.0	i z i g a
izigaba 1.0	i z i g a b_< a
izigameko 1.0	i z i g a m E k O
izigatshana 1.0	i z i g a tS_> a n a
izigaxa 1.0	i z i g a |\|\ a
izigcawu 1.0	i z i |\g_0 a w u
izigcinele 1.0	i z i |\g_0 i n E l E
izigcobo 1.0	i z i |\g_0 O b_< O
izigi 1.0	i z i g i
izigidi 1.0	i z i g i d i
izigidigidi 1.0	i z i g i d i g i d i
izigilamkhuba 1.0	i z i g i l a m k_h u b_< a
izigodi 1.0	i z i g O d i
izigqebhezana 1.0	i z i !\g_0 E b E z a n a
izigqila 1.0	i z i !\g_0 i l a
iziguli 1.0	i z i g u l i
izigungu 1.0	i z i g u N g u
izigunyazi 1.0	i z i g u J a z i
izigwegwe 1.0	i z i g w E g w E
izigwili 1.0	i z i g w i l i
izigxivizo 1.0	i z i |\|\g_0 i v i z O
izihambele 1.0	i z i h a m b E l E
izihibe 1.0	i z i h i b_< E
izihlahla 1.0	i z i K a K a
izihlalo 1.0	i z i K a l O
izihlanganiso 1.0	i z i K a N g a n i s O
izihlangu 1.0	i z i K a N g u
izihlathi 1.0	i z i K a t_h i
izihlobo 1.0	i z i K O b_< O
izihloko 1.0	i z i K O k O
izihlokwana 1.0	i z i K O k w a n a
izijeziso 1.0	i z i d_0Z E z i s O
izikali 1.0	i z i k a l i
izikhala 1.0	i z i k_h a l a
izikhalazo 1.0	i z i k_h a l a z O
izikhalo 1.0	i z i k_h a l O
izikhambane 1.0	i z i k_h a m b a n E
izikhangiso 1.0	i z i k_h a N g i s O
izikhathi 1.0	i z i k_h a t_h i
izikhathibashibhile 1.0	i z i k_h a t_h i b_< a S i b i l E
izikhawu 1.0	i z i k_h a w u
izikhethi 1.0	i z i k_h E t_h i
izikhohlakali 1.0	i z i k_h O K a k a l i
izikhondlakhondla 1.0	i z i k_h O n K\ a k_h O n K\ a
izikhulu 1.0	i z i k_h u l u
izikhululo 1.0	i z i k_h u l u l O
izikhulumo 1.0	i z i k_h u l u m O
izikhumulo 1.0	i z i k_h u m u l O
izikhundla 1.0	i z i k_h u n K\ a
izikhundo 1.0	i z i k_h u n d O
izikhungo 1.0	i z i k_h u N g O
izikhwama 1.0	i z i k_h w a m a
izikimu 1.0	i z i k i m u
izikinombo 1.0	i z i k i n O m b O
iziko 1.0	i z i k O
izikole 1.0	i z i k O l E
izikondlo 1.0	i z i k O n K\ O
izikwele 1.0	i z i k w E l E
izikweledu 1.0	i z i k w E l E d u
izikweletu 1.0	i z i k w E l E t_> u
izikwenetu 1.0	i z i k w E n E t_> u
izilimi 1.0	i z i l i m i
izilimo 1.0	i z i l i m O
izilinganiso 1.0	i z i l i N g a n i s O
izilonjana 1.0	i z i l O J d_0Z a n a
izilungiselela 1.0	i z i l u N g i s E l E l a
izimakethe 1.0	i z i m a k E t_h E
izimali 1.0	i z i m a l i
izimalimboleko 1.0	i z i m a l i m b O l E k O
izimanga 1.0	i z i m a N g a
izimayini 1.0	i z i m a j i n i
izimbadada 1.0	i z i m b a d a d a
izimbali 1.0	i z i m b a l i
izimbazo 1.0	i z i m b a z O
izimbewu 1.0	i z i m b E w u
izimbiza 1.0	i z i m b i z a
izimbizo 1.0	i z i m b i z O
izimboni 1.0	i z i m b O n i
izimbotshana 1.0	i z i m b O tS_> a n a
izimbuzi 1.0	i z i m b u z i
izimele 1.0	i z i m E l E
izimelele 1.0	i z i m E l E l E
izimemo 1.0	i z i m E m O
izimfanelo 1.0	i z i m f a n E l O
izimfihlo 1.0	i z i m f i K O
izimfuno 1.0	i z i m f u n O
izimilo 1.0	i z i m i l O
izimiselo 1.0	i z i m i s E l O
izimiso 1.0	i z i m i s O
izimo 1.0	i z i m O
izimoti 1.0	i z i m O t_> i
izimoto 1.0	i z i m O t_> O
izimpahla 1.0	i z i m p_> a K a
izimpahlana 1.0	i z i m p_> a K a n a
izimpawu 1.0	i z i m p_> a w u
izimpendulo 1.0	i z i m p_> E n d u l O
izimpepha 1.0	i z i m p_> E p_h a
izimpiko 1.0	i z i m p_> i k O
izimpilo 1.0	i z i m p_> i l O
izimpinda 1.0	i z i m p_> i n d a
izimpokophelo 1.0	i z i m p_> O k O p_h E l O
izimpondo 1.0	i z i m p_> O n d O
izimpungushe 1.0	i z i m p_> u N g u S E
izimvilophi 1.0	i z i m v i l O p_h i
izimvu 1.0	i z i m v u
izimvula 1.0	i z i m v u l a
izimvume 1.0	i z i m v u m E
izin 1.0	i z i n
izincabulela 1.0	i z i n |\ a b_< u l E l a
izincazelo 1.0	i z i n |\ a z E l O
izincomo 1.0	i z i n |\ O m O
izincwadi 1.0	i z i n |\ w a d i
izincwajana 1.0	i z i n |\ w a d_0Z a n a
izincwanjana 1.0	i z i n |\ w a J d_0Z a n a
izindaba 1.0	i z i n d a b_< a
izindawo 1.0	i z i n d a w O
izindebe 1.0	i z i n d E b_< E
izindikimba 1.0	i z i n d i k i m b a
izindiza 1.0	i z i n d i z a
izindlalifa 1.0	i z i n K\ a l i f a
izindlebe 1.0	i z i n K\ E b_< E
izindleko 1.0	i z i n K\ E k O
izindlela 1.0	i z i n K\ E l a
izindlelaezifanelekile 1.0	i z i n K\ E l a E z i f a n E l E k i l E
izindlovukazi 1.0	i z i n K\ O v u k a z i
izindondo 1.0	i z i n d O n d O
izinduku 1.0	i z i n d u k u
izinduna 1.0	i z i n d u n a
izindwangu 1.0	i z i n d w a N g u
izinga 1.0	i z i N g a
izingadi 1.0	i z i N g a d i
izingalo 1.0	i z i N g a l O
izingalokuxhumana 1.0	i z i N g a l O k u |\|\h u m a n a
izingane 1.0	i z i N g a n E
izinganyana 1.0	i z i N g a J a n a
izingcezu 1.0	i z i N |\g_0 E z u
izingcingo 1.0	i z i N |\g_0 i N g O
izingcweti 1.0	i z i N |\g_0 w E t_> i
izingodo 1.0	i z i N g O d O
izingoma 1.0	i z i N g O m a
izingonyama 1.0	i z i N g O J a m a
izingozi 1.0	i z i N g O z i
izingqala 1.0	i z i N !\g_0 a l a
izingqalasizinga 1.0	i z i N !\g_0 a l a s i z i N g a
izingqapheli 1.0	i z i N !\g_0 a p_h E l i
izingqikithi 1.0	i z i N !\g_0 i k i t_h i
izingqinamba 1.0	i z i N !\g_0 i n a m b a
izingqungquthela 1.0	i z i N !\g_0 u N !\g_0 u t_h E l a
izinguquko 1.0	i z i N g u !\ u k O
izingwazi 1.0	i z i N g w a z i
izingxenye 1.0	i z i N |\|\g_0 E J E
izinhla 1.0	i z i n K a
izinhlaka 1.0	i z i n K a k a
izinhlambi 1.0	i z i n K a m b i
izinhlamvu 1.0	i z i n K a m v u
izinhlangano 1.0	i z i n K a N g a n O
izinhlangothi 1.0	i z i n K a N g O t_h i
izinhlanzi 1.0	i z i n K a n dz i
izinhlelo 1.0	i z i n K E l O
izinhlinzeko 1.0	i z i n K i n dz E k O
izinhloba 1.0	i z i n K O b_< a
izinhlobo 1.0	i z i n K O b_< O
izinhlobonhlobo 1.0	i z i n K O b_< O n K O b_< O
izinhlobozengqikithi 1.0	i z i n K O b_< O z E N !\g_0 i k i t_h i
izinhloko 1.0	i z i n K O k O
izinhlonhlo 1.0	i z i n K O n K O
izinhlono 1.0	i z i n K O n O
izinhlonze 1.0	i z i n K O n dz E
izinhloso 1.0	i z i n K O s O
izinhlu 1.0	i z i n K u
izinhlungu 1.0	i z i n K u N g u
izinikele 1.0	i z i n i k E l E
izinja 1.0	i z i J d_0Z a
izinjini 1.0	i z i J d_0Z i n i
izinjongo 1.0	i z i J d_0Z O N g O
izinjongongqangi 1.0	i z i J d_0Z O N g O N !\g_0 a N g i
izinkabi 1.0	i z i N k a b_< i
izinkalo 1.0	i z i N k a l O
izinkambiso 1.0	i z i N k a m b i s O
izinkampani 1.0	i z i N k a m p_> a n i
izinkantolo 1.0	i z i N k a n t_> O l O
izinkanyezi 1.0	i z i N k a J E z i
izinkathi 1.0	i z i N k a t_h i
izinkinga 1.0	i z i N k i N g a
izinkinobho 1.0	i z i N k i n O b O
izinkokhelo 1.0	i z i N k O k_h E l O
izinkolelo 1.0	i z i N k O l E l O
izinkolo 1.0	i z i N k O l O
izinkomba 1.0	i z i N k O m b a
izinkombandlela 1.0	i z i N k O m b a n K\ E l a
izinkomo 1.0	i z i N k O m O
izinkondlo 1.0	i z i N k O n K\ O
izinkonjane 1.0	i z i N k O J d_0Z a n E
izinkonondo 1.0	i z i N k O n O n d O
izinkontilaki 1.0	i z i N k O n t_> i l a k i
izinkonzo 1.0	i z i N k O n dz O
izinkukhu 1.0	i z i N k u k_h u
izinkulumo 1.0	i z i N k u l u m O
izinkulungwane 1.0	i z i N k u l u N g w a n E
izinkundla 1.0	i z i N k u n K\ a
izinkwa 1.0	i z i N k w a
izinombholo 1.0	i z i n O m b O l O
izinombolo 1.0	i z i n O m b O l O
izinongobese 1.0	i z i n O N g O b_< E s E
izinqamu 1.0	i z i n !\ a m u
izinqanyana 1.0	i z i n !\ a J a n a
izinqgalasizinda 1.0	i z i n !\ g a l a s i z i n d a
izinqinamba 1.0	i z i n !\ i n a m b a
izinqubo 1.0	i z i n !\ u b_< O
izinqubomgomo 1.0	i z i n !\ u b_< O m g O m O
izinqubomgomoezikhona 1.0	i z i n !\ u b_< O m g O m O E z i k_h O n a
izinqubomgomonemithetho 1.0	i z i n !\ u b_< O m g O m O n E m i t_h E t_h O
izinqumo 1.0	i z i n !\ u m O
izinqwatshana 1.0	i z i n !\ w a tS_> a n a
izinsalela 1.0	i z i n ts_> a l E l a
izinselelo 1.0	i z i n ts_> E l E l O
izinsiza 1.0	i z i n ts_> i z a
izinsizakalo 1.0	i z i n ts_> i z a k a l O
izinsizangokwabo 1.0	i z i n ts_> i z a N g O k w a b_< O
izinsizi 1.0	i z i n ts_> i z i
izinsizwa 1.0	i z i n ts_> i z w a
izinso 1.0	i z i n ts_> O
izinsolo 1.0	i z i n ts_> O l O
izinsuku 1.0	i z i n ts_> u k u
izintaba 1.0	i z i n t_> a b_< a
izintambo 1.0	i z i n t_> a m b O
izintandane 1.0	i z i n t_> a n d a n E
izintathakusa 1.0	i z i n t_> a t_h a k u s a
izintatheli 1.0	i z i n t_> a t_h E l i
izintethe 1.0	i z i n t_> E t_h E
izinti 1.0	i z i n t_> i
izinto 1.0	i z i n t_> O
izintoezifana 1.0	i z i n t_> O E z i f a n a
izintombi 1.0	i z i n t_> O m b i
izintshiseko 1.0	i z i n tS_> i s E k O
izintuli 1.0	i z i n t_> u l i
izintwana 1.0	i z i n t_> w a n a
izinwadi 1.0	i z i n w a d i
izinwele 1.0	i z i n w E l E
izinxephezelo 1.0	i z i n |\|\ E p_h E z E l O
izinxushunxusu 1.0	i z i n |\|\ u S u n |\|\ u s u
izinya 1.0	i z i J a
izinyama 1.0	i z i J a m a
izinyanda 1.0	i z i J a n d a
izinyanga 1.0	i z i J a N g a
izinyathelo 1.0	i z i J a t_h E l O
izinyawo 1.0	i z i J a w O
izinyembezi 1.0	i z i J E m b E z i
izinyo 1.0	i z i J O
izinyoka 1.0	i z i J O k a
izinyosi 1.0	i z i J O s i
izinyunyana 1.0	i z i J u J a n a
izinzame 1.0	i z i n dz a m E
izinzipho 1.0	i z i n dz i p_h O
izinzisa 1.0	i z i n dz i s a
izinzwa 1.0	i z i n dz w a
iziphakamiso 1.0	i z i p_h a k a m i s O
iziphanga 1.0	i z i p_h a N g a
iziphathimandla 1.0	i z i p_h a t_h i m a n K\ a
iziphawulo 1.0	i z i p_h a w u l O
iziphetho 1.0	i z i p_h E t_h O
iziphi 1.0	i z i p_h i
iziphicaphicwano 1.0	i z i p_h i |\ a p_h i |\ w a n O
izipho 1.0	i z i p_h O
iziphuzo 1.0	i z i p_h u z O
iziqandisi 1.0	i z i !\ a n d i s i
